225  192  0 0 0   36   1   1
206	4.25	2.5					
207	4.25	2.25					
208	4.25	2					
209	4.25	1.75					
210	4.25	1.5					
211	4.25	1.25					
212	4.5	2.75					
213	4.5	2.5					
214	4.5	2.25					
215	4.5	2					
216	4.5	1.75					
217	4.5	1.5					
218	4.5	1.25					
219	4.75	2.75					
220	4.75	2.5					
221	4.75	2.25					
222	4.75	2					
223	4.75	1.75					
224	4.75	1.5					
225	4.75	1.25					
1	1	8	72	39	1	1	
2	8	9	73	72	1	1	
3	9	10	74	73	1	1	
4	10	11	75	74	1	1	
5	11	12	76	75	1	1	
6	12	13	77	76	1	1	
7	13	14	78	77	1	1	
8	14	2	15	78	1	1	
9	39	72	79	38	1	1	
10	72	73	80	79	1	1	
11	73	74	81	80	1	1	
12	74	75	82	81	1	1	
13	75	76	83	82	1	1	
14	76	77	84	83	1	1	
15	77	78	85	84	1	1	
16	78	15	16	85	1	1	
17	38	79	86	37	1	1	
18	79	80	87	86	1	1	
19	80	81	88	87	1	1	
20	81	82	89	88	1	1	
21	82	83	90	89	1	1	
22	83	84	91	90	1	1	
23	84	85	92	91	1	1	
24	85	16	17	92	1	1	
25	37	86	93	36	1	1	
26	86	87	94	93	1	1	
27	87	88	95	94	1	1	
28	88	89	96	95	1	1	
29	89	90	97	96	1	1	
30	90	91	98	97	1	1	
31	91	92	99	98	1	1	
32	92	17	18	99	1	1	
33	36	93	100	35	1	1	
34	93	94	101	100	1	1	
35	94	95	102	101	1	1	
36	95	96	103	102	1	1	
37	96	97	104	103	1	1	
38	97	98	105	104	1	1	
39	98	99	106	105	1	1	
40	99	18	19	106	1	1	
41	35	100	107	34	1	1	
42	100	101	108	107	1	1	
43	101	102	109	108	1	1	
44	102	103	110	109	1	1	
45	103	104	111	110	1	1	
46	104	105	112	111	1	1	
47	105	106	113	112	1	1	
48	106	19	20	113	1	1	
49	34	107	114	33	1	1	
50	107	108	115	114	1	1	
51	108	109	116	115	1	1	
52	109	110	117	116	1	1	
53	110	111	118	117	1	1	
54	111	112	119	118	1	1	
55	112	113	120	119	1	1	
56	113	20	21	120	1	1	
57	33	114	121	4	1	1	
58	114	115	122	121	1	1	
59	115	116	123	122	1	1	
60	116	117	124	123	1	1	
61	117	118	125	124	1	1	
62	118	119	126	125	1	1	
63	119	120	127	126	1	1	
64	120	21	22	127	1	1	
65	4	121	128	42	1	1	
66	121	122	129	128	1	1	
67	122	123	130	129	1	1	
68	123	124	131	130	1	1	
69	124	125	132	131	1	1	
70	125	126	133	132	1	1	
71	126	127	134	133	1	1	
72	127	22	23	134	1	1	
73	42	128	135	41	1	1	
74	128	129	136	135	1	1	
75	129	130	137	136	1	1	
76	130	131	138	137	1	1	
77	131	132	139	138	1	1	
78	132	133	140	139	1	1	
79	133	134	141	140	1	1	
80	134	23	24	141	1	1	
81	41	135	142	40	1	1	
82	135	136	143	142	1	1	
83	136	137	144	143	1	1	
84	137	138	145	144	1	1	
85	138	139	146	145	1	1	
86	139	140	147	146	1	1	
87	140	141	148	147	1	1	
88	141	24	25	148	1	1	
89	40	142	32	5	1	1	
90	142	143	31	32	1	1	
91	143	144	30	31	1	1	
92	144	145	29	30	1	1	
93	145	146	28	29	1	1	
94	146	147	27	28	1	1	
95	147	148	26	27	1	1	
96	148	25	3	26	1	1	
97	1	39	149	71	1	1	
98	39	38	150	149	1	1	
99	38	37	151	150	1	1	
100	37	36	152	151	1	1	
101	36	35	153	152	1	1	
102	35	34	154	153	1	1	
103	34	33	155	154	1	1	
104	33	4	43	155	1	1	
105	71	149	156	70	1	1	
106	149	150	157	156	1	1	
107	150	151	158	157	1	1	
108	151	152	159	158	1	1	
109	152	153	160	159	1	1	
110	153	154	161	160	1	1	
111	154	155	162	161	1	1	
112	155	43	44	162	1	1	
113	70	156	163	69	1	1	
114	156	157	164	163	1	1	
115	157	158	165	164	1	1	
116	158	159	166	165	1	1	
117	159	160	167	166	1	1	
118	160	161	168	167	1	1	
119	161	162	169	168	1	1	
120	162	44	45	169	1	1	
121	69	163	170	68	1	1	
122	163	164	171	170	1	1	
123	164	165	172	171	1	1	
124	165	166	173	172	1	1	
125	166	167	174	173	1	1	
126	167	168	175	174	1	1	
127	168	169	176	175	1	1	
128	169	45	46	176	1	1	
129	68	170	177	67	1	1	
130	170	171	178	177	1	1	
131	171	172	179	178	1	1	
132	172	173	180	179	1	1	
133	173	174	181	180	1	1	
134	174	175	182	181	1	1	
135	175	176	183	182	1	1	
136	176	46	47	183	1	1	
137	67	177	184	66	1	1	
138	177	178	185	184	1	1	
139	178	179	186	185	1	1	
140	179	180	187	186	1	1	
141	180	181	188	187	1	1	
142	181	182	189	188	1	1	
143	182	183	190	189	1	1	
144	183	47	48	190	1	1	
145	66	184	191	65	1	1	
146	184	185	192	191	1	1	
147	185	186	193	192	1	1	
148	186	187	194	193	1	1	
149	187	188	195	194	1	1	
150	188	189	196	195	1	1	
151	189	190	197	196	1	1	
152	190	48	49	197	1	1	
153	65	191	198	64	1	1	
154	191	192	199	198	1	1	
155	192	193	200	199	1	1	
156	193	194	201	200	1	1	
157	194	195	202	201	1	1	
158	195	196	203	202	1	1	
159	196	197	204	203	1	1	
160	197	49	50	204	1	1	
161	64	198	205	63	1	1	
162	198	199	206	205	1	1	
163	199	200	207	206	1	1	
164	200	201	208	207	1	1	
165	201	202	209	208	1	1	
166	202	203	210	209	1	1	
167	203	204	211	210	1	1	
168	204	50	51	211	1	1	
169	63	205	212	62	1	1	
170	205	206	213	212	1	1	
171	206	207	214	213	1	1	
172	207	208	215	214	1	1	
173	208	209	216	215	1	1	
174	209	210	217	216	1	1	
175	210	211	218	217	1	1	
176	211	51	52	218	1	1	
177	62	212	219	61	1	1	
178	212	213	220	219	1	1	
179	213	214	221	220	1	1	
180	214	215	222	221	1	1	
181	215	216	223	222	1	1	
182	216	217	224	223	1	1	
183	217	218	225	224	1	1	
184	218	52	53	225	1	1	
185	61	219	60	7	1	1	
186	219	220	59	60	1	1	
187	220	221	58	59	1	1	
188	221	222	57	58	1	1	
189	222	223	56	57	1	1	
190	223	224	55	56	1	1	
191	224	225	54	55	1	1	
192	225	53	6	54	1	1	
65	4	0.0002	400				
73	4	0.0002	400				
81	4	0.0002	400				
89	4	0.0002	400				
104	2	0.0002	400				
112	2	0.0002	400				
120	2	0.0002	400				
128	2	0.0002	400				
136	2	0.0002	400				
144	2	0.0002	400				
152	2	0.0002	400				
160	2	0.0002	400				
168	2	0.0002	400				
176	2	0.0002	400				
184	2	0.0002	400				
192	2	0.0002	400				
1	1	0.001	1700				
2	1	0.001	1700				
3	1	0.001	1700				
4	1	0.001	1700				
5	1	0.001	1700				
6	1	0.001	1700				
7	1	0.001	1700				
8	1	0.001	1700				
97	4	0.001	1700				
105	4	0.001	1700				
113	4	0.001	1700				
121	4	0.001	1700				
129	4	0.001	1700				
137	4	0.001	1700				
145	4	0.001	1700				
153	4	0.001	1700				
161	4	0.001	1700				
169	4	0.001	1700				
177	4	0.001	1700				
185	4	0.001	1700				
